underground_wave_energy,vibration_axis_variation,seismic_event_detected
-4.8431789149108,1.2424242424242424,1
-4.858323351231777,1.1818181818181817,1
-4.87266696781619,1.121212121212121,1
-4.886216817150636,1.0606060606060606,1
-4.898979485566356,1.0,1
-4.910961110274641,0.9393939393939394,1
-4.922167394968958,0.8787878787878789,1
-4.932603624091104,0.8181818181818183,1
-4.9422746758485125,0.7575757575757573,1
-4.951185034060631,0.6969696969696968,1
-4.959338798903947,0.6363636363636362,1
-4.966739696617667,0.5757575757575757,1
-4.973391088225125,0.5151515151515151,1
-4.979295977319692,0.4545454545454546,1
-4.984457016958082,0.393939393939394,1
-4.988876515698588,0.333333333333333,1
-4.992556442816721,0.2727272727272725,1
-4.995498432726031,0.2121212121212119,1
-4.997703788627468,0.1515151515151513,1
-4.999173485406371,0.0909090909090908,1
-4.999908171792203,0.0303030303030302,1
-4.999908171792203,-0.0303030303030302,1
-4.999173485406371,-0.0909090909090908,1
-4.997703788627468,-0.1515151515151513,1
-4.995498432726031,-0.2121212121212123,1
-4.992556442816721,-0.2727272727272729,1
-4.988876515698588,-0.3333333333333335,1
-4.984457016958082,-0.393939393939394,1
-4.979295977319692,-0.4545454545454546,1
-4.973391088225125,-0.5151515151515151,1
-4.966739696617667,-0.5757575757575757,1
-4.959338798903947,-0.6363636363636367,1
-4.951185034060631,-0.6969696969696972,1
-4.9422746758485125,-0.7575757575757578,1
-4.932603624091104,-0.8181818181818183,1
-4.922167394968958,-0.8787878787878789,1
-4.910961110274641,-0.9393939393939394,1
-4.898979485566356,-1.0,1
-4.886216817150636,-1.0606060606060606,1
-4.87266696781619,-1.121212121212121,1
-4.858323351231777,-1.1818181818181817,1
-4.8431789149108,-1.2424242424242422,1
-4.82722612163391,-1.3030303030303028,1
-4.810456929208347,-1.363636363636363,1
-4.792862768428496,-1.4242424242424248,1
-4.774434519086334,-1.4848484848484853,1
-4.755162483862553,-1.545454545454546,1
-4.735036359908997,-1.6060606060606064,1
-4.714045207910317,-1.666666666666667,1
-4.692177418386887,-1.7272727272727275,1
-4.66942067497169,-1.787878787878788,1
-4.6457619143604365,-1.8484848484848488,1
-4.62118728259594,-1.9090909090909087,1
-4.59568208730397,-1.9696969696969695,1
-4.569230745447458,-2.0303030303030303,1
-4.541816726107927,-2.090909090909091,1
-4.513422487735968,-2.1515151515151514,1
-4.484029409234888,-2.212121212121212,1
-4.453617714151233,-2.2727272727272725,1
-4.422166387140533,-2.333333333333334,1
-4.389653081753168,-2.3939393939393945,1
-4.356054018440341,-2.454545454545455,1
-4.321343871509306,-2.515151515151516,1
-4.2854956435548335,-2.575757575757576,1
-4.24848052565379,-2.6363636363636367,1
-4.21026774132325,-2.696969696969697,1
-4.170824371899456,-2.757575757575758,1
-4.130115160582017,-2.8181818181818183,1
-4.0881022918884975,-2.878787878787879,1
-4.044745142657838,-2.9393939393939394,1
-4.0,-3.0,1
